        GPM_AGL           Time          Press           Temp         RelHum         WSpeed          WDirn
             ft              s             mB             °C              %            kts              °
---------------------------------------------------------------------------------------------------------
              0            0.0         980.40          +3.50          76.00            8.0            270
             10            1.7         980.03          +3.65          76.44           15.3            276
             20            2.8         979.66          +3.80          76.19           15.2            276
             30            3.5         979.30          +3.86          75.79           15.2            276
             40            4.0         978.93          +3.90          75.39           15.2            277
             50            4.6         978.56          +3.97          74.77           15.2            277
             60            5.2         978.19          +4.08          74.03           15.2            277
             70            5.8         977.83          +4.30          73.01           15.2            277
             80            6.3         977.46          +4.53          71.77           15.3            277
             90            6.9         977.10          +4.76          70.37           15.3            276
            100            7.5         976.73          +4.84          68.90           15.3            276
            110            8.1         976.37          +4.93          67.43           15.3            275
            120            8.8         976.00          +5.11          65.96           15.3            275
            130            9.4         975.64          +5.23          64.63           15.2            274
            140           10.0         975.27          +5.32          63.40           15.1            274
            150           10.6         974.91          +5.35          61.76           15.0            274
            160           11.3         974.54          +5.42          60.68           14.9            274
            170           12.0         974.18          +5.54          60.52           14.7            274
            180           12.6         973.82          +5.59          60.02           14.6            274
            190           13.3         973.45          +5.63          59.56           14.5            274
            200           13.9         973.09          +5.65          59.17           14.5            274
            210           14.6         972.73          +5.72          58.81           14.4            273
            220           15.3         972.37          +5.73          58.46           14.3            273
            230           16.1         972.00          +5.68          58.12           14.1            273
            240           16.8         971.64          +5.73          57.99           14.0            273
            250           17.6         971.28          +5.70          57.79           13.9            273
            260           18.4         970.92          +5.63          57.55           13.8            273
            270           19.1         970.55          +5.59          57.31           13.7            273
            280           19.8         970.19          +5.60          57.08           13.7            273
            290           20.5         969.83          +5.59          56.98           13.6            274
            300           21.1         969.47          +5.60          56.90           13.6            274
            310           21.7         969.11          +5.63          56.79           13.6            273
            320           22.2         968.75          +5.65          56.70           13.7            273
            330           22.7         968.38          +5.65          56.63           13.7            273
            340           23.2         968.02          +5.66          56.56           13.8            273
            350           23.7         967.66          +5.67          56.49           13.8            273
            360           24.1         967.30          +5.69          56.43           13.9            273
            370           24.6         966.94          +5.71          56.37           13.9            272
            380           25.1         966.58          +5.73          56.33           13.9            272
            390           25.5         966.22          +5.77          56.35           13.9            272
            400           26.0         965.86          +5.81          56.37           13.9            272
            410           26.5         965.50          +5.83          56.36           13.8            272
            420           27.0         965.14          +5.85          56.35           13.8            272
            430           27.6         964.78          +5.89          56.27           13.7            271
            440           28.1         964.42          +5.95          56.15           13.6            271
            450           28.7         964.06          +6.06          55.96           13.6            271
            460           29.3         963.70          +6.11          55.73           13.5            271
            470           29.9         963.35          +6.11          55.48           13.5            271
            480           30.5         962.99          +6.14          55.23           13.7            272
            490           31.1         962.63          +6.18          54.99           13.8            272
            500           31.7         962.27          +6.17          54.76           13.8            272
            510           32.3         961.91          +6.15          54.59           13.9            272
            520           32.9         961.55          +6.13          54.47           13.9            272
            530           33.5         961.20          +6.12          54.36           14.0            272
            540           34.1         960.84          +6.12          54.29           14.0            271
            550           34.7         960.48          +6.12          54.33           14.0            271
            560           35.4         960.12          +6.16          54.27           14.0            271
            570           36.0         959.77          +6.22          54.14           13.9            271
            580           36.6         959.41          +6.23          53.96           13.9            270
            590           37.3         959.05          +6.20          53.72           13.8            270
            600           38.0         958.69          +6.16          53.42           13.8            269
            610           38.7         958.34          +6.16          53.20           13.8            269
            620           39.5         957.98          +6.15          53.04           13.7            269
