SIGNIFICANT TEMPERATURE AND HUMIDITY LEVELS
-------------------------------------------
           Time          Press           Temp         RelHum         WSpeed          WDirn        Alt_AGL        Alt_MSL        GPM_AGL         Long/E          Lat/N          North           East          VTemp             DP           Dens             VP         Ascent         Ml_GPM         GPM:LT           SA_T            S_P           SA_D           Ml_T           Ml_P           Ml_D         MlSA_T          MlS_P         MlSA_D          dSA_T           dS_P          dSA_D        LAdS_VT        LAdSA_P        LAdSA_D         WNorth          WEast        GrndRng        SlntRng             Az             El        Mix_Rat            SVP        GPM_MSL       UTC_Date       UTC_Time          DPDep          Ozone                                                                                                         XData       SLWCFreq           Time        LWNorth         LWEast        LWSpeed         LWDirn           S_VT         LAWSpd         LAWDir   Type
              s             mB             °C              %            kts              °             ft             ft             ft                                            M              M             °C             °C           g/m³             mB         ft/min             ft                            °C             mB           g/m³             °C             mB           g/m³             °C             mB           g/m³             °C             mB           g/m³             °C             mB           g/m³            kts            kts              M              M              °              °                            mB             ft                      hr:min:s             °C             nb                                                                                                                                    hr:min:s            kts            kts            kts              °             °C            kts              °
-----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
            0.0         968.10          +6.90          58.00            7.0              7              0            666              0  072°02'51.1"W   50°16'59.8"S         -0.006          0.030          +7.53           -0.8         1201.6           5.77              0     1640419946            0.0          +13.7         989.09         1201.3           ////           ////           ////           ////           ////           ////          -6.78         -20.99            0.3          -8.37           0.00            0.0           -6.9           -0.9          0.031          0.031          101.7            0.0            3.7           9.95            666     2018-09-01       14:47:02          +7.69           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:00:00           -6.9           -0.9            7.0              7         +15.90            7.0              7   T+H
           55.0         932.52          +6.47          48.29            4.2            270           1009           1675           1009  072°02'47.0"W   50°17'03.2"S         -0.064          0.074          +7.00           -3.7         1159.7           4.66           1173            504            1.0          +11.7         953.39         1166.1          +7.10         950.15         1178.7          +12.7         971.11         1183.6          -5.21         -20.87           -6.5          -7.59         -20.96           -5.0            0.0            4.2          0.098          0.193          130.6           59.5            3.1           9.66           1675     2018-09-01       14:47:57         +10.13           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:00:55           -3.7            2.9            4.7            323         +14.59            4.7            323   T
          208.0         841.00          -1.09          66.02           21.6            305           3750           4416           3751  072°02'13.1"W   50°17'13.3"S         -0.231          0.436          -0.64           -6.6         1075.1           3.73           1252           2380            1.4           +6.2         861.62         1074.4          +2.70         885.88         1116.9           +9.0         906.57         1119.5          -7.34         -20.62            0.8          -9.77         -20.69           -3.3          -12.4           17.7          0.493          0.790          118.0           51.4            2.8           5.64           4417     2018-09-01       14:50:30          +5.53           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:03:28           -3.9            8.5            9.4            295          +9.93            8.0            299   T
          374.0         763.35          -5.47          77.51           30.1            300           6268           6934           6269  072°00'46.4"W   50°17'48.6"S         -0.820          1.360          -5.06           -8.8          992.0           3.15            998           5010            2.5           +1.3         783.77          995.1          -2.91         801.42         1031.4           +3.8         821.95         1034.1          -6.73         -20.42           -3.1          -9.91         -20.53           -3.1          -15.2           25.9          1.588          1.894          121.1           33.0            2.6           4.07           6935     2018-09-01       14:53:16          +3.30           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:06:14          -12.8           20.0           23.8            303          +5.08           14.3            301   T
          377.0         761.97          -5.54          77.73           31.2            301           6315           6981           6316  072°00'44.6"W   50°17'49.3"S         -0.831          1.379          -5.13           -8.8          990.4           3.15            939           6293          135.6           +1.2         782.39          993.6          -5.50         762.66          991.1           +1.2         783.08          994.3          -6.71         -20.41           -3.2          -9.92         -20.42           -3.1          -16.2           26.6          1.610          1.917          121.1           32.8            2.6           4.05           6982     2018-09-01       14:53:19          +3.27           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:06:17          -13.5           23.3           26.9            300          +4.99           14.4            301   H
          570.0         676.21          -9.28          54.87           49.2            298           9369          10035           9369  071°57'05.8"W   50°18'48.4"S         -1.815          3.712          -9.03          -16.7          892.0           1.66           1047           7842            3.1           -4.9         695.87          903.7          -7.07         717.99          939.0           -1.9         738.10          947.8          -4.40         -19.66          -11.7          -9.49         -20.11           -4.9          -23.3           43.3          4.133          4.411          116.1           20.5            1.5           3.03          10035     2018-09-01       14:56:32          +7.41           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:09:30          -18.4           43.5           47.2            293          -0.42           25.0            296   T
          578.0         672.57          -9.68          54.97           48.6            300           9506          10172           9506  071°56'56.4"W   50°18'52.0"S         -1.876          3.813          -9.44          -17.0          888.5           1.62           1116           9437           69.5           -5.2         692.18          899.8          -9.52         674.39          890.4           -5.0         694.02          901.7          -4.53         -19.61          -11.3          -9.48         -19.63           -5.0          -24.3           42.1          4.249          4.528          116.2           20.2            1.5           2.94          10172     2018-09-01       14:56:40          +7.36           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:09:38          -27.1           45.1           52.7            301          -0.64           25.4            296   H
          906.0         526.81         -25.22          79.58           57.0            303          15514          16180          15509  071°51'09.1"W   50°21'20.3"S         -4.348          7.514         -25.11          -27.7          739.9           0.63           1181          12507            2.6          -17.0         545.26          741.7         -17.37         596.32          811.7          -11.1         615.18          817.8          -8.17         -18.45           -1.8         -11.33         -18.86           -5.5          -31.4           47.6          8.681          9.049          120.1           16.4            0.7           0.79          16175     2018-09-01       15:02:08          +2.50           ////          FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF           ////       00:15:06          -27.1           40.6           48.9            304         -10.86           34.4            300   T
