Dose,    0,  0,  0,  0,  0, 10,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  0, 20,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  0, 30,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  0, 40,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  0, 50,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  1,  0,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  1, 10,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  1, 20,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  1, 30,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  1, 40,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  1, 50,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  2,  0,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  2, 10,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  2, 20,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  2, 30,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  2, 40,    0.0000000,     0.0000000,      0.00, 0, 0, 0, 0
Dose,    0,  0,  0,  0,  2, 50,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  3,  0,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  3, 10,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  3, 20,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  3, 30,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  3, 40,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  3, 50,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  4,  0,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  4, 10,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  4, 20,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  4, 30,    0.0000000,     0.0000000,      0.00, 1, 0, 0, 0
Dose,    0,  0,  0,  0,  4, 40,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  4, 50,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  5,  0,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose,    0,  0,  0,  0,  5, 10,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 34, 20,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 34, 30,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 34, 40,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 34, 50,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 35,  0,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 35, 10,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 35, 20,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 35, 30,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 35, 40,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 35, 50,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 36,  0,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 36, 10,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 36, 20,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 36, 30,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 36, 40,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 36, 50,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 37,  0,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 37, 10,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 37, 20,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 37, 30,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 37, 40,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 37, 50,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 38,  0,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 38, 10,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 38, 20,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 38, 30,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 38, 40,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 38, 50,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 39,  0,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 39, 10,    0.0000000,     0.0000000,      0.00, 1, 0, 0, 0
Dose, 2018,  8, 14, 16, 39, 20,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 39, 30,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 39, 40,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 39, 50,    0.0000000,     0.0000000,      0.00, 1, 0, 0, 0
Dose, 2018,  8, 14, 16, 40,  0,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 40, 10,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 40, 20,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 40, 30,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 40, 40,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 40, 50,    0.0000000,     0.0000000,      0.00, 2, 0, 0, 0
Dose, 2018,  8, 14, 16, 41,  0,    0.0000000,     0.0000000,      0.00, 3, 0, 0, 0
Dose, 2018,  8, 14, 16, 41, 10,    0.0000000,     0.0000000,      0.00, 3, 0, 0, 0
