           Time          Press           Temp         RelHum         WSpeed          WDirn        GPM_AGL
              s             mB             °C              %            kts              °             ft
---------------------------------------------------------------------------------------------------------
            0.0         986.20         +11.50          38.00            6.0            270              0
            1.0         986.16         +11.83          37.56            8.7            267              1
            2.0         985.97         +12.14          37.18            8.5            266              6
            3.0         985.45         +11.51          37.04            8.4            266             21
            4.0         985.36         +10.50          36.51            8.5            267             23
            5.0         984.59          +9.97          36.12            8.7            268             45
            6.0         983.88          +9.67          36.04            9.0            267             64
            7.0         983.17          +9.60          36.28            9.0            266             84
            8.0         982.48          +9.47          36.57            9.0            265            103
            9.0         981.79          +9.46          36.53            8.9            265            122
           10.0         981.08          +9.31          36.71            8.8            266            142
           11.0         980.35          +9.20          37.02            8.8            267            162
           12.0         979.61          +9.16          37.47            8.9            268            183
           13.0         978.90          +9.19          38.01            9.1            269            202
           14.0         978.24          +9.16          38.39            9.3            269            221
           15.0         977.58          +9.11          38.71            9.5            269            239
           16.0         976.94          +9.05          39.00            9.7            269            257
           17.0         976.28          +9.02          39.15            9.8            268            275
           18.0         975.62          +8.91          39.34            9.9            267            293
           19.0         974.96          +8.87          39.47            9.9            267            312
           20.0         974.34          +8.79          39.48            9.8            266            329
           21.0         973.73          +8.75          39.53            9.7            266            346
           22.0         973.19          +8.71          39.68            9.7            266            361
           23.0         972.70          +8.73          39.74            9.7            266            375
           24.0         972.20          +8.69          39.71            9.6            266            389
           25.0         971.66          +8.68          39.83            9.5            265            404
           26.0         971.12          +8.67          39.98            9.4            265            419
           27.0         970.51          +8.65          40.12            9.4            265            436
           28.0         969.85          +8.51          40.23            9.6            266            454
           29.0         969.19          +8.49          40.32            9.8            266            473
           30.0         968.58          +8.47          40.39            9.9            267            490
           31.0         967.97          +8.37          40.45           10.1            268            507
           32.0         967.41          +8.37          40.46           10.3            269            523
           33.0         966.87          +8.37          40.44           10.3            268            538
           34.0         966.33          +8.34          40.48           10.4            268            553
           35.0         965.75          +8.29          40.61           10.3            266            569
           36.0         965.16          +8.22          40.81           10.3            266            586
           37.0         964.55          +8.19          40.71           10.4            267            603
           38.0         963.99          +8.17          40.68           10.6            267            618
           39.0         963.45          +8.12          40.73           10.6            267            633
           40.0         962.96          +8.14          40.68           10.6            266            647
           41.0         962.47          +8.16          40.33           10.7            265            661
           42.0         961.98          +8.05          40.28           10.8            264            675
           43.0         961.44          +8.02          40.36           11.0            264            690
           44.0         960.91          +7.99          40.29           11.0            265            705
           45.0         960.40          +7.94          40.21           10.8            266            719
           46.0         959.91          +7.92          40.04           10.6            266            733
           47.0         959.44          +8.00          39.87           10.5            265            746
           48.0         959.00          +7.92          39.68           10.3            264            759
           49.0         958.58          +7.90          39.58           10.2            264            771
           50.0         958.11          +7.91          39.50           10.2            265            784
           51.0         957.58          +7.92          39.20           10.4            266            799
           52.0         957.00          +7.92          38.91           10.6            267            815
           53.0         956.44          +7.84          38.87           10.7            268            831
           54.0         955.86          +7.79          38.92           10.8            269            847
           55.0         955.26          +7.65          39.14           10.8            269            865
           56.0         954.68          +7.64          39.38           10.7            269            881
           57.0         954.12          +7.60          39.59           10.5            269            897
           58.0         953.52          +7.52          39.66           10.5            270            914
           59.0         952.89          +7.50          39.79           10.7            269            931
           60.0         952.26          +7.47          39.69           10.9            270            949
           61.0         951.64          +7.37          39.63           11.0            270            967
           62.0         951.01          +7.44          39.68           11.2            271            985
           63.0         950.39          +7.31          39.62           11.4            272           1002
           64.0         949.74          +7.28          39.71           11.4            272           1021
           65.0         949.07          +7.27          39.71           11.3            273           1040
           66.0         948.43          +7.17          39.71           11.2            274           1058
           67.0         947.76          +7.14          39.74           11.3            275           1077
           68.0         947.07          +7.05          39.80           11.5            276           1097
           69.0         946.42          +7.02          39.85           11.6            275           1115
           70.0         945.82          +7.02          39.88           11.6            275           1132
           71.0         945.20          +6.91          39.88           11.5            275           1150
           72.0         944.58          +6.94          39.94           11.3            275           1168
           73.0         944.00          +6.85          40.10           11.2            275           1184
           74.0         943.45          +6.82          40.36           11.1            275           1200
           75.0         942.92          +6.78          40.79           11.1            276           1215
           76.0         942.39          +6.76          41.36           11.1            277           1230
           77.0         941.84          +6.75          41.55           11.1            278           1246
           78.0         941.24          +6.71          41.66           11.3            279           1263
           79.0         940.60          +6.67          41.87           11.4            279           1281
           80.0         939.91          +6.56          42.07           11.5            279           1301
           81.0         939.23          +6.46          42.16           11.5            279           1321
           82.0         938.61          +6.43          42.33           11.4            280           1338
           83.0         938.04          +6.41          42.39           11.3            281           1355
           84.0         937.49          +6.37          42.51           11.6            281           1371
           85.0         936.98          +6.26          42.59           11.9            282           1385
           86.0         936.48          +6.27          42.69           12.1            282           1399
           87.0         935.98          +6.18          42.68           12.3            283           1414
           88.0         935.47          +6.14          42.75           12.3            283           1428
           89.0         934.95          +6.15          42.81           12.3            282           1443
           90.0         934.38          +6.10          42.90           12.2            282           1460
           91.0         933.81          +6.06          42.98           12.1            281           1476
           92.0         933.24          +5.98          43.00           12.0            281           1493
           93.0         932.67          +5.94          43.07           12.0            281           1509
           94.0         932.07          +5.85          43.15           12.0            282           1526
           95.0         931.48          +5.80          43.27           12.0            283           1543
           96.0         930.89          +5.78          43.38           12.0            283           1560
           97.0         930.27          +5.69          43.54           12.0            284           1578
           98.0         929.64          +5.65          43.77           12.0            284           1596
           99.0         929.05          +5.64          44.02           12.1            285           1613
          100.0         928.50          +5.63          44.12           12.1            285           1629
          101.0         928.00          +5.54          44.12           12.1            285           1644
          102.0         927.52          +5.50          44.08           12.0            286           1657
          103.0         927.07          +5.49          44.05           11.9            286           1671
          104.0         926.59          +5.44          44.20           11.9            287           1684
          105.0         926.12          +5.45          44.34           12.2            288           1698
          106.0         925.62          +5.44          44.47           12.4            288           1713
          107.0         925.12          +5.34          44.58           12.7            288           1727
          108.0         924.60          +5.30          44.64           12.9            289           1742
          109.0         924.08          +5.21          44.71           13.1            288           1757
          110.0         923.53          +5.19          44.78           13.0            288           1773
          111.0         922.97          +5.15          44.87           12.8            288           1789
          112.0         922.39          +5.08          44.99           12.7            288           1806
          113.0         921.79          +5.04          45.20           12.6            288           1823
          114.0         921.19          +5.00          45.29           12.5            288           1841
          115.0         920.57          +4.99          45.40           12.6            288           1859
          116.0         919.94          +4.90          45.50           12.8            288           1877
          117.0         919.37          +4.91          45.54           13.1            288           1894
          118.0         918.83          +4.86          45.53           13.3            288           1909
          119.0         918.31          +4.82          45.53           13.5            288           1925
          120.0         917.82          +4.75          45.59           13.5            288           1939
          121.0         917.37          +4.74          45.64           13.4            288           1952
          122.0         916.87          +4.78          45.75           13.3            288           1967
          123.0         916.38          +4.71          45.73           13.2            288           1981
          124.0         915.88          +4.66          45.74           13.1            288           1995
          125.0         915.39          +4.67          45.78           13.0            287           2010
          126.0         914.82          +4.63          45.88           13.0            287           2026
          127.0         914.29          +4.55          46.00           12.9            287           2042
          128.0         913.72          +4.52          46.09           12.8            288           2058
          129.0         913.19          +4.52          46.14           12.9            290           2074
          130.0         912.67          +4.44          46.19           13.1            290           2089
          131.0         912.20          +4.39          46.27           13.3            291           2103
          132.0         911.73          +4.39          46.38           13.5            291           2117
          133.0         911.28          +4.36          46.66           13.5            291           2130
          134.0         910.85          +4.26          46.88           13.4            291           2142
          135.0         910.43          +4.31          46.95           13.3            291           2155
          136.0         909.96          +4.23          47.04           13.2            291           2169
          137.0         909.49          +4.12          47.11           13.0            291           2182
          138.0         909.02          +4.18          47.23           12.9            290           2196
          139.0         908.55          +4.08          47.36           12.8            290           2210
          140.0         908.10          +4.06          47.46           12.8            291           2223
          141.0         907.70          +3.97          47.58           12.9            291           2235
          142.0         907.27          +4.00          47.62           13.0            290           2247
          143.0         906.85          +3.94          47.66           13.3            290           2260
          144.0         906.38          +3.85          47.72           13.4            290           2274
          145.0         905.89          +3.90          47.94           13.4            291           2288
          146.0         905.38          +3.79          48.16           13.2            291           2303
          147.0         904.89          +3.77          48.36           13.1            291           2318
          148.0         904.37          +3.73          48.55           12.9            292           2333
          149.0         903.88          +3.63          48.73           12.7            292           2347
          150.0         903.35          +3.62          48.84           12.7            292           2363
          151.0         902.82          +3.62          48.87           12.8            292           2379
          152.0         902.28          +3.52          48.92           13.0            293           2394
          153.0         901.79          +3.47          49.10           13.1            293           2409
          154.0         901.30          +3.48          49.27           13.3            293           2423
          155.0         900.86          +3.44          49.40           13.4            294           2436
          156.0         900.46          +3.41          49.47           13.4            294           2448
          157.0         900.08          +3.36          49.55           13.2            293           2459
          158.0         899.68          +3.33          49.65           13.1            293           2471
          159.0         899.28          +3.31          49.73           13.0            294           2483
          160.0         898.88          +3.28          49.74           13.0            294           2495
          161.0         898.46          +3.19          49.80           13.1            295           2507
          162.0         897.99          +3.16          49.86           13.3            296           2521
          163.0         897.46          +3.16          49.89           13.5            296           2537
          164.0         896.89          +3.05          49.82           13.6            296           2554
          165.0         896.24          +3.05          49.83           13.6            296           2573
          166.0         895.60          +2.99          49.94           13.5            295           2592
          167.0         895.00          +2.89          50.08           13.4            294           2610
          168.0         894.45          +2.89          50.23           13.2            294           2626
          169.0         893.90          +2.86          50.30           13.1            295           2643
          170.0         893.35          +2.80          50.39           13.0            295           2659
          171.0         892.75          +2.75          50.50           13.1            296           2677
          172.0         892.13          +2.68          50.71           13.2            297           2695
          173.0         891.54          +2.67          50.87           13.3            297           2713
          174.0         890.99          +2.58          51.05           13.4            297           2729
          175.0         890.48          +2.54          51.13           13.5            296           2744
          176.0         890.02          +2.47          51.14           13.4            295           2758
